"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-vasr_annotator","UPDATE-vasr_annotator","CURRENT-passed_gvlab_solve_qualification","UPDATE-passed_gvlab_solve_qualification","CURRENT-passed_gvlab_create_qualification","UPDATE-passed_gvlab_create_qualification","CURRENT-inadequate","UPDATE-inadequate","CURRENT-gvlab_annotator","UPDATE-gvlab_annotator","CURRENT-analogies_qualification","UPDATE-analogies_qualification","CURRENT-Question aswering qualification","UPDATE-Question aswering qualification","CURRENT-QA - real world data","UPDATE-QA - real world data","CURRENT-Low Analogy Performance","UPDATE-Low Analogy Performance","CURRENT-Experiment RA01 Qualification Test Score","UPDATE-Experiment RA01 Qualification Test Score","CURRENT-Experiment CE01 Qualification Test Score","UPDATE-Experiment CE01 Qualification Test Score","CURRENT-Annotated VASR 1st batch","UPDATE-Annotated VASR 1st batch","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"ADTKPFD29ZEJ5","https://requester.mturk.com/workers/ADTKPFD29ZEJ5","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ADTYPTCW8QUQ8","https://requester.mturk.com/workers/ADTYPTCW8QUQ8","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ADVCIFLB5A9B","https://requester.mturk.com/workers/ADVCIFLB5A9B","50","50","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AE0V90AMSST8O","https://requester.mturk.com/workers/AE0V90AMSST8O","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AE63GABJL0FGJ","https://requester.mturk.com/workers/AE63GABJL0FGJ","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AEH8FSAH62DEZ","https://requester.mturk.com/workers/AEH8FSAH62DEZ","0","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AEJMW2LLLCVFI","https://requester.mturk.com/workers/AEJMW2LLLCVFI","11","11","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AENJ7GDYBENYX","https://requester.mturk.com/workers/AENJ7GDYBENYX","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AF1WAWGK3NIHN","https://requester.mturk.com/workers/AF1WAWGK3NIHN","10","10","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","90","","","","","","1","","","","","","1","","Never Blocked","",""
"AF2GUPXX9MYSS","https://requester.mturk.com/workers/AF2GUPXX9MYSS","13","13","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AF7CEM97F4G2V","https://requester.mturk.com/workers/AF7CEM97F4G2V","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AFC9Q2YBBESIP","https://requester.mturk.com/workers/AFC9Q2YBBESIP","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","","","","","","","","","Never Blocked","",""
"AFDOCG0RZGSXU","https://requester.mturk.com/workers/AFDOCG0RZGSXU","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AFFHTA9P468OO","https://requester.mturk.com/workers/AFFHTA9P468OO","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AFPMG8TLP1TND","https://requester.mturk.com/workers/AFPMG8TLP1TND","10","10","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","100","","90","","","","","","","","","","","","1","","Never Blocked","",""
"AFSB8WBSUU2B4","https://requester.mturk.com/workers/AFSB8WBSUU2B4","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AFSI4GMXWKC2U","https://requester.mturk.com/workers/AFSI4GMXWKC2U","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AFU00NU09CFXE","https://requester.mturk.com/workers/AFU00NU09CFXE","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","","","6","","5","","","","Never Blocked","",""
"AFW7CMNKDWXZC","https://requester.mturk.com/workers/AFW7CMNKDWXZC","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AFY67D25GDND4","https://requester.mturk.com/workers/AFY67D25GDND4","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AG3CT73HF2L2B","https://requester.mturk.com/workers/AG3CT73HF2L2B","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AGADY9XG1OOWT","https://requester.mturk.com/workers/AGADY9XG1OOWT","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AGC3T6724JUAF","https://requester.mturk.com/workers/AGC3T6724JUAF","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AGLIQ5ODCVBNZ","https://requester.mturk.com/workers/AGLIQ5ODCVBNZ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AGNEWBU7179GY","https://requester.mturk.com/workers/AGNEWBU7179GY","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AGNJKSH5LFKXZ","https://requester.mturk.com/workers/AGNJKSH5LFKXZ","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AGP1IXSTAD126","https://requester.mturk.com/workers/AGP1IXSTAD126","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AGRKG3YT3KMD8","https://requester.mturk.com/workers/AGRKG3YT3KMD8","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AGWWUXDX6CI38","https://requester.mturk.com/workers/AGWWUXDX6CI38","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AGYCCLNYK78LW","https://requester.mturk.com/workers/AGYCCLNYK78LW","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AH3W6E7W1EU0D","https://requester.mturk.com/workers/AH3W6E7W1EU0D","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AHB3QFZSFN9DL","https://requester.mturk.com/workers/AHB3QFZSFN9DL","87","87","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","100","","100","","","","","","","","","","","","1","","Never Blocked","",""
"AHLS6AZ1VTNH7","https://requester.mturk.com/workers/AHLS6AZ1VTNH7","18","18","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AHU9OLV0YKIIW","https://requester.mturk.com/workers/AHU9OLV0YKIIW","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","50","","","","","","","","","","","","","","Never Blocked","",""
"AHWKKVTAGEZPS","https://requester.mturk.com/workers/AHWKKVTAGEZPS","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AHZPLJY79BXIE","https://requester.mturk.com/workers/AHZPLJY79BXIE","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AI3DAI65C3XPQ","https://requester.mturk.com/workers/AI3DAI65C3XPQ","20","20","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","1","","","","","","1","","Unblocked","",""
"AI521GBL3HJSC","https://requester.mturk.com/workers/AI521GBL3HJSC","1662","1662","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","","","","","","","1","","Never Blocked","",""
"AIDHSY7OMGHRX","https://requester.mturk.com/workers/AIDHSY7OMGHRX","22","22","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AIEGKVQ47B3FQ","https://requester.mturk.com/workers/AIEGKVQ47B3FQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AIFSTYKUQOXQD","https://requester.mturk.com/workers/AIFSTYKUQOXQD","17","17","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AILDNTO2TWB4A","https://requester.mturk.com/workers/AILDNTO2TWB4A","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AIR4YWDDONXUX","https://requester.mturk.com/workers/AIR4YWDDONXUX","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AIRHEW6W1BIZG","https://requester.mturk.com/workers/AIRHEW6W1BIZG","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AIXTI8PKSX1D2","https://requester.mturk.com/workers/AIXTI8PKSX1D2","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AIY8KHG5LEXNY","https://requester.mturk.com/workers/AIY8KHG5LEXNY","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AIZUOHKQT14OM","https://requester.mturk.com/workers/AIZUOHKQT14OM","7","7","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AJ4B5W7LPJEQO","https://requester.mturk.com/workers/AJ4B5W7LPJEQO","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AJ4T7PTRYNSUW","https://requester.mturk.com/workers/AJ4T7PTRYNSUW","0","0","0.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","100","","30","","","","","","","","5","","7","","","","Never Blocked","",""
"AJ9356RKKZTY4","https://requester.mturk.com/workers/AJ9356RKKZTY4","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AJC0B4RRLBP5S","https://requester.mturk.com/workers/AJC0B4RRLBP5S","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AJHYVGNQ9NO60","https://requester.mturk.com/workers/AJHYVGNQ9NO60","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AJJXHZYX2W4NF","https://requester.mturk.com/workers/AJJXHZYX2W4NF","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AJTHGXBMZJ3HE","https://requester.mturk.com/workers/AJTHGXBMZJ3HE","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AK1RT7M12IAOP","https://requester.mturk.com/workers/AK1RT7M12IAOP","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AK1Y09TWU3IQ6","https://requester.mturk.com/workers/AK1Y09TWU3IQ6","15","15","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AK4GM6FRZR72E","https://requester.mturk.com/workers/AK4GM6FRZR72E","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AK4QIPHJUOQHG","https://requester.mturk.com/workers/AK4QIPHJUOQHG","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AKF4EL94GFLHU","https://requester.mturk.com/workers/AKF4EL94GFLHU","49","49","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AKG9D7V91FUSJ","https://requester.mturk.com/workers/AKG9D7V91FUSJ","1","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AKI8NKT95JTKQ","https://requester.mturk.com/workers/AKI8NKT95JTKQ","37","1","2.70%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AKQAI78JTXXC9","https://requester.mturk.com/workers/AKQAI78JTXXC9","214","214","100.00%","0","0","0.00%","0","0","0.00%","","","75","","","","","","","","80","","","","","","","","6","","9","","","","Never Blocked","",""
"AKUPWE98HQBFX","https://requester.mturk.com/workers/AKUPWE98HQBFX","14","14","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AKZ1KRMTFUPRB","https://requester.mturk.com/workers/AKZ1KRMTFUPRB","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","","","","","","","","","Never Blocked","",""
"AL51KTD0WITH9","https://requester.mturk.com/workers/AL51KTD0WITH9","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ALHT37PYQA05D","https://requester.mturk.com/workers/ALHT37PYQA05D","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ALLX9BBSRR62N","https://requester.mturk.com/workers/ALLX9BBSRR62N","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AM0QVBV8L6QCJ","https://requester.mturk.com/workers/AM0QVBV8L6QCJ","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AM1E7PPJ01L03","https://requester.mturk.com/workers/AM1E7PPJ01L03","27","27","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AMA4SXSYNC35I","https://requester.mturk.com/workers/AMA4SXSYNC35I","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AMD5AS2ZWVTTK","https://requester.mturk.com/workers/AMD5AS2ZWVTTK","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AMHUDJ44HF1ZH","https://requester.mturk.com/workers/AMHUDJ44HF1ZH","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AMPMTF5IAAMK8","https://requester.mturk.com/workers/AMPMTF5IAAMK8","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AMVBT3XDCQBHI","https://requester.mturk.com/workers/AMVBT3XDCQBHI","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AMYURTQIMAC8T","https://requester.mturk.com/workers/AMYURTQIMAC8T","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AMZ0U6W51DHNE","https://requester.mturk.com/workers/AMZ0U6W51DHNE","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AN23KGZBRQSH9","https://requester.mturk.com/workers/AN23KGZBRQSH9","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"AN3MYYTLXX9R8","https://requester.mturk.com/workers/AN3MYYTLXX9R8","13","13","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ANCIB6B6EBBIJ","https://requester.mturk.com/workers/ANCIB6B6EBBIJ","151","151","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","100","","","","","","","","","","","","1","","Never Blocked","",""
"ANDUVQHUA7Y1Q","https://requester.mturk.com/workers/ANDUVQHUA7Y1Q","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ANEFWBR3GKS3Z","https://requester.mturk.com/workers/ANEFWBR3GKS3Z","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"ANFWGSQ8BQRZ","https://requester.mturk.com/workers/ANFWGSQ8BQRZ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","","","","","","","","","Never Blocked","",""
